Date_Time,Test_Time(s),Step_Time(s),Step_Index,Voltage(V),Current(A),Surface_Temp(degC)
2019-09-05 02:02:46.274,11786.538068,2038.0003,5,3.1202852725982666,-2.5003552436828613,25.480180740356445
2019-09-05 02:02:47.275,11787.539068,2039.0013,5,3.120295763015747,-2.5003738403320312,25.494766685417243
2019-09-05 02:02:48.275,11788.538768,2040.001,5,3.120176076889038,-2.500357151031494,25.494768142700195
2019-09-05 02:02:49.274,11789.538467999999,2041.0007,5,3.120152473449707,-2.5003581047058105,25.494768142700195
2019-09-05 02:02:50.274,11790.538168,2042.0004,5,3.1200509071350098,-2.5003552436828613,25.526695251464844
2019-09-05 02:02:51.274,11791.538368,2043.0006,5,3.1200406551361084,-2.500377655029297,25.526695251464844
2019-09-05 02:02:52.274,11792.538268,2044.0005,5,3.120082378387451,-2.5003833770751953,25.526695251464844
2019-09-05 02:02:53.274,11793.538168,2045.0004,5,3.120049238204956,-2.500382423400879,25.523590087890625
2019-09-05 02:02:54.275,11794.538568,2046.0008,5,3.1199564933776855,-2.5003695487976074,25.523590087890625
2019-09-05 02:02:55.274,11795.538467999999,2047.0007,5,3.119892120361328,-2.500354290008545,25.523590087890625
2019-09-05 02:02:56.274,11796.538467999999,2048.0007,5,3.119965076446533,-2.500352382659912,25.494768142700195
2019-09-05 02:02:57.274,11797.537967999999,2049.0002,5,3.119663953781128,-2.500370502471924,25.494768142700195
2019-09-05 02:02:58.275,11798.538668,2050.0009,5,3.1199026107788086,-2.5003533363342285,25.494768142700195
2019-09-05 02:02:59.274,11799.538467999999,2051.0007,5,3.1196908950805664,-2.500363826751709,25.509033203125
2019-09-05 02:03:00.274,11800.538168,2052.0004,5,3.1196343898773193,-2.5003437995910645,25.509033203125
2019-09-05 02:03:01.274,11801.538568,2053.0008,5,3.1196300983428955,-2.5003628730773926,25.509033203125
2019-09-05 02:03:02.275,11802.538868,2054.0011,5,3.1195857524871826,-2.5004029273986816,25.537853240966797
2019-09-05 02:03:03.275,11803.538668,2055.0009,5,3.119636058807373,-2.5003552436828613,25.537853240966797
2019-09-05 02:03:04.274,11804.538568,2056.0008,5,3.119623899459839,-2.5003418922424316,25.504050774383543
2019-09-05 02:03:05.275,11805.538967999999,2057.0012,5,3.1195945739746094,-2.5003786087036133,25.504047393798828
2019-09-05 02:03:06.275,11806.538967999999,2058.0012,5,3.119466781616211,-2.5003647804260254,25.504047393798828
2019-09-05 02:03:07.274,11807.538068,2059.0003,5,3.1195292472839355,-2.5003738403320312,25.510250091552734
2019-09-05 02:03:08.275,11808.538967999999,2060.0012,5,3.1193878650665283,-2.500357151031494,25.510250091552734
2019-09-05 02:03:09.275,11809.538768,2061.001,5,3.119459867477417,-2.500370502471924,25.510250091552734
2019-09-05 02:03:10.274,11810.538368,2062.0006,5,3.1192898750305176,-2.5003890991210938,25.490737915039062
2019-09-05 02:03:11.274,11811.538568,2063.0008,5,3.1192784309387207,-2.5003910064697266,25.490737915039062
2019-09-05 02:03:12.274,11812.538268,2064.0005,5,3.1192924976348877,-2.5003676414489746,25.490737915039062
2019-09-05 02:03:13.275,11813.538568,2065.0008,5,3.119295120239258,-2.5003786087036133,25.46501798259883
2019-09-05 02:03:14.274,11814.538168,2066.0004,5,3.1191353797912598,-2.500377655029297,25.465015411376953
2019-09-05 02:03:15.274,11815.538568,2067.0008,5,3.1191647052764893,-2.5003738403320312,25.465015411376953
2019-09-05 02:03:16.275,11816.538768,2068.001,5,3.1190006732940674,-2.500352382659912,25.54096031188965
2019-09-05 02:03:17.274,11817.538068,2069.0003,5,3.1190102100372314,-2.5003719329833984,25.54096031188965
